,query,n_rank1,n_rank2,n_rank3,count,p_rank1,p_rank2,p_rank3
152,부과서비스,,,,6,부가서비스가입내역확인방법(0.4774428),단말보험가입방법(0.4231581),휴대폰보험보상신청방법(0.42077175)
153,컨텐츠결제,"('결제관련', 0.681)","('앱스토어결제수단', 0.595)","('Skpay결제방법', 0.498)",6,콘텐츠이용료가능대상(0.47754955),콘텐츠이용료구매내역확인방법(0.460972575),"휴대폰결제이용동의신청방법(0.40085105)
"
154,전체요금,,,,6,요금부분납부방법(0.4542822),요금수납내역확인방법(0.451031415),과납(0.44001495)
155,114가 뭐야?,"('T전화T114이용방법', 0.486)",,,6,"전화상담사연결(0.8717949)
",,
156,연락처 가져오기,"('제조사AS센터연락처', 0.463)",,,6,휴대폰결제대행사연락처(0.48726775),SK텔레콤고객센터운영시간(0.46824935),ONEstore고객센터(0.463936565)
157,신한카드,,,,6,동일신용카드월5회수납제한(0.4744717),"제휴카드할인(0.463214)
",
158,약정할인연장,"('번호변경안내서비스연장방법', 0.62)","('연장관련', 0.617)","('분실정지수신기간연장방법', 0.515)",6,"요금약정할인제도(0.8089566)
",,
159,사용요금,"('통신서비스요금', 0.466)",,,6,"부가사용금액(0.8564886)
",,
160,요금안내서 설정,"('요금안내서변경방법', 0.574)","('레터링설정방법', 0.567)","('Btv사용자맞춤설정방법', 0.537)",6,요금안내서변경방법(0.49460435),요금안내서발행유형자동변경해제방법(0.4874996),"요금안내서재발행방법(0.471171915)
"
161,자녀 선택약정할인 신청,"('선택약정할인제도가입조건', 0.595)","('선택약정할인제도가입가능단말기조회방법', 0.452)",,6,선택약정할인제도만료문자발송시기(0.4524908),선택약정할인제도가입조건(0.44318512),선택약정할인제도약정기간변경(0.437806515)
162,데이터잔량,"('자녀데이터사용량조회방법', 0.566)","('baroBox잔여량조회', 0.523)","('baro요금제잔여량확인', 0.519)",6,"최근사용량확인방법(0.9179227)
",,
163,브로드밴드,"('T플러스B인터넷', 0.5)","('SK브로드밴드고객센터', 0.474)",,6,SK브로드밴드고객센터(0.48980272),band데이터요금제(0.47911063),"band데이터6.5G(0.44981165)
"
164,선택약정연장,"('번호변경안내서비스연장방법', 0.601)","('연장관련', 0.573)","('분실정지수신기간연장방법', 0.516)",6,선택약정할인제도만료문자발송시기(0.4849834),선택약정할인제도가입조건(0.481841175),선택약정할인제도할인반환금부과대상(0.479070365)
165,데이터 속도,"('속도관련', 0.697)","('휴대폰데이터속도저하조치방법', 0.649)","('유선인터넷속도저하조치방법', 0.57)",6,Wavve속도제어해제(0.45605165),Wavve속도제어해제신청방법(0.44695762),유선인터넷속도저하조치방법(0.4294362)
166,부가세,,,,6,세금계산서신청방법(0.481755735),세금계산서재발행방법(0.47236532),요금부분납부방법(0.46392748)
167,문자보내줘,"('문자메시지서비스', 0.679)","('MMS', 0.618)","('메시지관련', 0.617)",6,문자메시지서비스(0.490042625),문자매니저(0.4852235),SMS수신거부(0.48017515)
168,선택약정신청,"('선택약정할인제도가입조건', 0.584)","('Btv선택', 0.467)","('선택약정할인제도가입불가요금제', 0.455)",6,선택약정할인제도가입조건(0.4886461),선택약정할인제도만료문자발송시기(0.48747655),선택약정할인제도할인반환금부과대상(0.48313365)
169,해외전화차단,"('해외SMS발신금지서비스', 0.535)","('데이터로밍차단시통화문자이용', 0.524)","('데이터로밍차단시Wi-Fi이용', 0.451)",6,국제전화수신거부서비스(0.45692688),국제전화사업자선택(0.43477112),국제전화수신거부서비스신청방법(0.4226793)
170,요금납부계좌,,,,6,세금계산서재발행방법(0.465632975),세금계산서신청방법(0.4552284),기타요금(0.4466097)
171,근데 급여일이 오늘인 10일에서 15 일로 변경돼었습니다,,,,6,"일자별잔여통화안내날짜변경방법(0.8221569)
",,
172,상담신청,"('가입상담예약방법', 0.61)","('통화중대기서비스신청방법', 0.509)","('컬러링서비스신청방법', 0.466)",6,전화상담사연결(0.484864235),SK텔레콤고객센터운영시간(0.47590595),T멤버십구매상품(구.초콜릿)상담센터(0.45462435)
173,타인카드 결제,"('타사고객baroBox이용', 0.498)","('T로밍카드타인양도', 0.478)",,6,동일신용카드월5회수납제한(0.4603384),"제휴카드할인(0.45306625)
",
174,로밍하려구요,"('T로밍카드', 0.601)","('T로밍고객센터', 0.552)","('가족로밍', 0.536)",6,로밍중휴대폰기능사용요금(0.48749935),로밍통화요금(0.4862591),로밍중전화발신방법(0.485961675)
175,미납요금납부가능일 문의,"('요금납부일확인방법', 0.542)",,,6,SKT미납센터연락처(0.48479247),미납이용정지(0.454209415),미납직권해지(0.44826325)
176,통신사 확인,"('타통신사고객센터', 0.552)",,,6,전화상담사연결(0.4626746),타통신사고객센터(0.45677235),SK텔레콤고객센터운영시간(0.45141268)
177,요금 미납,"('SKT미납센터연락처', 0.57)","('과납', 0.539)","('미납이용정지', 0.504)",6,SKT미납센터연락처(0.4850084),미납직권해지(0.45963815),SKT해지미납센터연락처(0.450611235)
178,상담요,"('전화상담사연결', 0.598)","('퀵보이스', 0.511)","('퀵보이스차단서비스', 0.511)",6,전화상담사연결(0.46910855),SK텔레콤고객센터운영시간(0.45006935),타통신사고객센터(0.43860477)
179,실시간 이용요금,"('실시간요금상세내역', 0.719)",,,6,"실시간요금상세내역(0.97971195)
",,
180,핸드폰 보험,"('단말보험가입방법', 0.584)",,,6,단말보험가입방법(0.4951572),휴대폰보험보상신청방법(0.491333215),단말보험해지방법(0.4849997)
181,선택약정할인 신청,"('선택약정할인제도가입조건', 0.689)","('Btv선택', 0.515)","('선택약정할인제도가입불가요금제', 0.485)",6,선택약정할인제도가입조건(0.49616742),선택약정할인제도할인반환금부과대상(0.49159105),선택약정할인제도가입불가요금제(0.4908573)
182,상담 감사합니다,"('전화상담사연결', 0.534)","('퀵보이스', 0.533)","('퀵보이스차단서비스', 0.533)",6,전화상담사연결(0.48740745),SK텔레콤고객센터운영시간(0.48357685),타통신사고객센터(0.4642426)
183,고지서,"('각종업무구비서류', 0.486)","('요금안내서발행유형자동변경해제방법', 0.473)",,6,요금안내서발행유형자동변경해제방법(0.47223345),요금안내서변경방법(0.46352745),"요금안내서재발행방법(0.439415785)
"
184,계좌보내주세요,"('채팅플러스계좌송금서비스', 0.462)",,,6,SK텔레콤고객센터운영시간(0.4374093),전화상담사연결(0.42713207),타통신사고객센터(0.4081997)
185,다른번호,"('다른번호문의', 0.689)",,,6,"다른번호문의(0.94793636)
",,
186,상담사문의,"('전화상담사연결', 0.644)","('제조사AS센터연락처', 0.532)","('SK텔레콤고객센터운영시간', 0.49)",6,전화상담사연결(0.49039188),SK텔레콤고객센터운영시간(0.486083775),타통신사고객센터(0.4679109)
187,11월30일 납부 가능합니다,"('단말기할부금중도납부방법', 0.457)",,,6,"요금납부일확인방법(0.8196359)
",,
188,핸드폰보험,"('단말보험가입방법', 0.604)",,,6,단말보험가입방법(0.4940656),휴대폰보험보상신청방법(0.49212565),단말보험해지방법(0.4831895)
189,25일 납부 가능합니다,,,,5,요금납부일확인방법(0.4599953),부가사용금액(0.41538745),과납(0.414788575)
190,계좌번호주세요,,,,5,SK텔레콤고객센터운영시간(0.43873593),타통신사고객센터(0.42027682),전화상담사연결(0.41610505)
191,미납일,"('미납이용정지', 0.507)",,,5,SKT미납센터연락처(0.46029383),"미납이용정지(0.4497064)
",
192,요금 내려구요 가상계좌 번호 부탁요 카카오 뱅크로 알려주세요,,,,5,"차상위계층한부모가족복지할인제도(0.8416087)
",,
193,계좌주세요,,,,5,SK텔레콤고객센터운영시간(0.45349885),전화상담사연결(0.44708505),타통신사고객센터(0.43400865)
194,해외에서 사용한 금액에 대해 월별로 보내 주시면 감사드리겠습니다,"('T로밍청구내역서', 0.541)","('T로밍카드내역확인', 0.457)",,5,로밍요금확인시점(0.452932835),로밍한사람간통화요금(0.45287515),로밍통화요금(0.44876933)
195,3개월치 납입고지서를 팩스로 받고싶습니다,"('요금안내서발행유형자동변경해제방법', 0.526)","('이용계약증명서발급방법', 0.511)","('각종업무구비서류', 0.491)",5,세금계산서재발행방법(0.4367864),세금계산서신청방법(0.42817045),요금부분납부방법(0.423019)
196,청구서보내요,"('요금안내서발행유형자동변경해제방법', 0.525)","('각종업무구비서류', 0.518)","('이용계약증명서발급방법', 0.498)",5,요금안내서재발행방법(0.47326845),요금안내서변경방법(0.45751545),"요금안내서발행유형자동변경해제방법(0.4435944)
"
197,상담자와 상담 시작,"('전화상담사연결', 0.617)","('개통대리점조회방법', 0.461)",,4,전화상담사연결(0.48838565),SK텔레콤고객센터운영시간(0.48039185),ONEstore고객센터(0.46083343)
198,기본형,"('원패스VIP기본형', 0.542)","('컬러링서비스기본음설정방법', 0.482)",,4,"휴대폰기기변경방법(0.81619704)
",,
199,계좌번호 302 0028 3069 61 서영태,,,,4,타통신사고객센터(0.4397262),휴대폰결제대행사연락처(0.43896685),SK텔레콤고객센터운영시간(0.43565785)
200,대리점 납부가 가능한가요,"('휴대폰결제대행사연락처', 0.581)","('편의점요금납부', 0.493)",,4,요금수납내역확인방법(0.41675803),세금계산서신청방법(0.410526215),편의점요금납부(0.405725775)
201,부가세는 4천원에서 5천으로 왜 변경된건가요!,,,,4,선불폰(0.467157335),선불폰충전금액별이용기간(0.46377927),선불폰충전취소방법(0.46153545)
202,유심추가,"('USIM기변방법', 0.547)","('로밍중USIM변경', 0.504)",,4,USIM카드구매방법(0.46358405),USIM카드교품방법(0.46006435),USIM기기변경방법(0.4582182)
203,폰요금,"('통신서비스요금', 0.605)",,,4,부가사용금액(0.44379475),과납(0.441184225),편의점요금납부(0.43342565)
204,납부가능일지정,"('요금납부일확인방법', 0.624)","('요금납부일변경방법', 0.554)",,4,"요금납부일확인방법(0.89512736)
",,
205,약정할인이 끝났는데 약정재계약을 하고싶어요,"('선택약정할인제도재가입조건', 0.517)",,,4,"요금약정할인제도(0.85737544)
",,
206,Girls Generation,"('0청년요금제', 0.479)","('미성년자관련', 0.463)",,4,다자녀할인제도(0.4250227),자녀요금조회방법(0.422971935),팅요금제자동변경시기(0.41822435)
207,또 누구는 내가 너무 착하데,,,,4,NUGU디바이스적색등오류(0.46180928),NUGU서비스스마트폰연결방법(0.443716315),NUGU서비스이용대상(0.4203634)
208,상담사연결요망,"('전화상담사연결', 0.695)","('제조사AS센터연락처', 0.477)","('SK텔레콤고객센터운영시간', 0.461)",4,전화상담사연결(0.47531595),SK텔레콤고객센터운영시간(0.467783035),휴대폰결제대행사연락처(0.456636815)
209,미납요금 조회,"('SKT미납센터연락처', 0.557)","('미납이용정지', 0.507)",,4,SKT미납센터연락처(0.4908336),미납이용정지(0.46408725),미납직권해지(0.444439175)
210,아이폰 15,"('TAll케어플러스i150', 0.485)","('TAll케어플러스150', 0.454)",,4,아이폰기기변경상담(0.462832125),휴대폰기기변경방법(0.4307171),"T안심보상(0.405890525)
"
211,청소년,"('미성년자관련', 0.622)","('T청소년안심서비스', 0.523)","('미성년자요금제변경방법', 0.452)",4,팅요금제자동변경시기(0.4436125),미성년자요금제변경방법(0.4403178),가입정보조회(0.4389517)
212,114 문의,"('전화상담사연결', 0.538)",,,4,전화상담사연결(0.4461599),"SK텔레콤고객센터운영시간(0.4051182)
",
213,기업은행이요,,,,4,타통신사고객센터(0.44090995),SK텔레콤고객센터운영시간(0.4357271),전화상담사연결(0.4271426)
214,t로밍,"('T로밍카드', 0.69)","('가족로밍', 0.589)","('5G로밍서비스', 0.574)",4,로밍통화요금(0.44940075),로밍한사람간통화요금(0.44812315),데이터로밍요금(0.44588402)
215,플로가입,"('FLO신청방법', 0.664)","('FLO이용방법', 0.602)","('FLO', 0.585)",4,FLO이용방법(0.4823972),FLO신청방법(0.473724365),"FLO(0.473541975)
"
216,미납요금이요,"('SKT미납센터연락처', 0.593)","('미납이용정지', 0.554)","('과납', 0.517)",4,SKT미납센터연락처(0.49220118),미납이용정지(0.46281782),미납직권해지(0.44423355)
217,납부가능일 문의합니다,"('요금납부일확인방법', 0.684)","('요금납부일변경방법', 0.472)",,4,"요금납부일확인방법(0.98909193)
",,
218,내요금제확인,"('Btv요금제', 0.632)","('요금제문의', 0.601)","('법인폰현재사용중요금제확인방법', 0.562)",4,과납(0.45653823),부가사용금액(0.43217802),요금납부일확인방법(0.41589573)
219,콘텐츠 이용료 조회,"('콘텐츠이용료구매내역확인방법', 0.55)","('요금수납내역확인방법', 0.461)",,4,콘텐츠이용료구매내역확인방법(0.49236703),콘텐츠이용료가능대상(0.47628465),콘텐츠이용료결제취소방법(0.43246875)
220,가족결합 추가,"('T끼리온가족할인제도가족추가', 0.564)","('요즘가족결합가족추가', 0.452)",,4,요즘가족결합가족추가(0.467982),T끼리온가족할인제도가족추가(0.43369183),"New온가족플랜(0.406763315)
"
221,요금금액,,,,4,요금수납내역확인방법(0.455214175),편의점요금납부(0.45066905),과납(0.44864535)
222,핸드폰 결제한도,"('애플콘텐츠이용료결제이용한도', 0.701)","('법인휴대폰결제이용한도', 0.692)","('데이터통화료상한제도', 0.59)",4,휴대폰결제이용가능대상(0.4592841),자동휴대폰결제차단방법(0.4152979),"휴대폰결제이용동의신청방법(0.4030728)
"
223,상담 요금조회,"('조회관련', 0.497)","('자녀요금조회방법', 0.468)",,4,"전화상담사연결(0.8053039)
",,
224,약정 할인,"('요금약정할인제도', 0.615)","('데이터결합약정할인', 0.515)",,4,"요금약정할인제도(0.9170091)
",,
