intent_nm,ans_cont
5G로밍가능휴대폰,"'5G 로밍 서비스 가능 휴대폰'에 대해 안내해 드릴게요.
5G 로밍은 삼성(갤럭시 S10 5G/S20 5G/노트 10 등), LG(V50 ThinQ/V50S 등) 일부 휴대폰으로 이용이 가능해요. 다만, 갤럭시 S10 5G 휴대폰의 경우에는 버전 및 휴대폰 설정 방법을 미리 확인해 주세요.
ㅇ 버전 확인 방법: 설정 → 휴대전화 정보 → 소프트웨어 정보 → 빌드번호 끝자리 SF3, 기저 대역 버젼 끝자리 SG3 이상
ㅇ 휴대폰 설정 방법: 설정 → T로밍 → 데이터 네트워크 방식 → 5G 우선모드 설정
※5G 로밍 가능 국가 확인 필요

채팅 상담사와 상담을 원하시면 '로밍 추가 문의'라고 입력해 주세요."
T전화baro이용방법,"'baro 이용 방법'에 대해 안내해 드릴게요.
baro는 별도 신청 없이 해외 도착하여 휴대폰 설정 후 이용이 가능해요. 
ㅇ 휴대폰 설정 방법: T전화 실행 → T메뉴(설정) → 로밍 설정 → baro 모드 선택
※전화 수/발신 시 파란색 전화 테마 확인 후 이용
※HD Voice 차단 가입자는 이용 불가
※지원되는 요금제/휴대폰 및 T전화 앱/휴대폰 버전 확인 필요

자세한 상담은 T로밍 고객센터 02-6343-9000(24시간 운영, SK텔레콤 휴대폰에서 무료)으로 문의해 주세요..

▶ 'baro' 자세히 보기: http://naver.me/xmkvP7Nc (링크에 접속하면 데이터 차감됨)"
T전화baro이용방법,"'baro 이용 방법'에 대해 안내해 드릴게요.
baro는 별도 신청 없이 해외 도착하여 휴대폰 설정 후 이용이 가능해요. 
ㅇ 휴대폰 설정 방법: T전화 실행 → T메뉴(설정) → 로밍 설정 → baro 모드 선택
※전화 수/발신 시 파란색 전화 테마 확인 후 이용
※HD Voice 차단 가입자는 이용 불가
※지원되는 요금제/휴대폰 및 T전화 앱/휴대폰 버전 확인 필요

자세한 상담은 T로밍 고객센터 02-6343-9000(24시간 운영, SK텔레콤 휴대폰에서 무료)으로 문의해 주세요.

▶ 'baro' 자세히 보기: http://naver.me/xmkvP7Nc (링크에 접속하면 데이터 차감됨)"
baroBox옵션변경,"'baro Box 옵션 변경 방법'에 대해 안내해 드릴게요.
ㅇ T월드 홈페이지: www.tworld.co.kr → 로밍 → baro Box/폰 임대 → 예약 조회/취소 → 본인 인증 하기 → 수정
ㅇ T로밍 고객센터: 02-6343-9000(24시간 운영, SK텔레콤 휴대폰에서 무료)
※출국 2일 전까지 변경 가능

채팅 상담사와 상담을 원하시면 '로밍 추가 문의'라고 입력해 주세요."
분실안심990투플러스임대폰취소,"'분실안심990 임대폰 취소'에 대해 안내해 드릴게요.
임대폰 이용 신청 후 취소를 원하는 경우 분실안심990 홈페이지(www.tsafe990.com) 또는 시럽 월렛 분실안심990 멤버십 카드를 통해 할 수 있어요. 취소할 수 있는 기간은 임대폰 택배 수령 후 7일 이내 가능하고(7일 경과 시 취소 불가), 지정된 장소로 배송 완료되어야 해요. 7일이 지나면 지연된 기간에 따라 별도 비용이 발생되며, 30일이 경과될 경우 분실안심990 서비스 자동 해지 및 임대폰 미반납에 대한 추가 비용이 청구됩니다.

※ 임대폰 이용 취소는 분실안심990 가입 기간 동안 최대 3회를 초과할 수 없음"
장기일시정지직권해지,"'장기 정지 직권해지'에 대해 안내해 드릴게요.
장기 정지 직권해지는 일시정지를 장기간 유지한 고객 대상으로 순차적으로 시행이 되는데요. 직권해지 시행하기 전에 문자, 요금안내서, 이메일을 통해 고객님께 먼저 안내해 드리고 있어요."
요금제변경가능일알림서비스,"'요금제 변경 가능일 알림 서비스'에 대해 안내해 드릴게요.
요금제 변경 가능일 알림 서비스는 현재 요금제를 변경할 수 없는 경우, 요금제를 변경할 수 있는 시점이 되면 문자로 알려주는 서비스예요. 고객님께서 알림을 받고 싶은 날짜를 직접 지정하실 수 있고, 공휴일에도 알림을 받을 수 있어요.

ㅇ 신청 방법이 궁금하다면 '요금제 변경 가능일 알림 신청 방법'이라고 입력해 주세요."
T로밍카드잔액조회,"'T로밍 카드/쿠폰 잔액 조회 방법'에 대해 안내해 드릴게요.
ㅇ T월드 홈페이지: www.tworld.co.kr → 로밍 → 로밍 카드/쿠폰 → 구매 내역/잔여 금액 조회하기
ㅇ T월드 앱: 앱 실행 → T로밍 → 로밍 카드/쿠폰 → 구매 내역/남은 금액 조회 → 잔액 조회
ㅇ T로밍 카드/쿠폰 고객센터: 1599-7963

채팅 상담사와 상담을 원하시면 '로밍 추가 문의'라고 입력해 주세요."
철회,"'단말기 철회'에 대해 안내해 드릴게요.
고객님이 주로 생활하는 지역(주민등록상 주소지, 요금안내서를 받는 주소지, 직장 주소지)의 통화 품질이 불량할 경우, 휴대폰 개통을 철회할 수 있어요.(단순 변심으로 인한 개통 철회는 불가) 휴대폰을 개통한 날을 포함해 15일 안에 휴대폰을 구입한 대리점에서 상담 후 개통을 철회할 수 있는데요. 개통 철회 가능 기간의 마지막 날이 토요일 또는 공휴일인 경우, 다음 영업일까지 개통을 철회할 수 있어요. 개통 철회 기준은 휴대폰마다 다르기 때문에 자세한 내용은 고객센터(114) 또는 휴대폰을 구입한 대리점으로 문의해 주세요."
가입정보조회,"'가입 정보 조회'에 대해 안내해 드릴게요.
고객님의 소중한 가입 정보(요금제, 약정, 휴대폰 할부, 요금 납부 정보 등)는 T월드를 통해 간편하게 확인하실 수 있어요. 원하시는 상담을 선택해 주시면 자세하게 알려드릴게요.

- 이용 중인 요금제 확인 방법
- 이용 중인 부가서비스 확인 방법
- T지원금 약정 위약금 확인 방법
- 남은 휴대폰 할부 확인 방법"
스팸문자,"'스팸 문자'에 대해 안내해 드릴게요.
스팸 문자는 불특정 다수의 사람들에게 그 사람의 동의를 받지 않고 일방적으로 보내는 광고성 문자예요. 휴대폰에서 직접 스팸 문자를 차단할 수 있는 방법을 알려드릴게요.

▶ 휴대폰 기종별 차단 방법 확인하기: m.tworld.co.kr/customer/damage-info/contents/page006"
스미싱,"'스미싱'에 대해 안내해 드릴게요.
스미싱은 문자(주로 모바일 청첩장, 모바일 돌잔치 초대장 등의 형태) 안에 있는 인터넷 주소(URL)를 클릭하면 스마트폰에 악성코드가 설치되어, 휴대폰 결제 또는 개인/금융 정보 유출 등의 피해를 입을 수 있는 신종 사기예요. 의심스러운 문자를 받으셨다면, 즉시 삭제하고 SK쉴더스 모바일가드 무료 백신 앱을 통해 주기적으로 휴대폰을 검사해 주세요.

휴대폰 보안 서비스 설치 방법이 궁금하다면 'SK쉴더스 모바일가드 문의'를 입력해 주세요."
Tworld문자보내기이용방법,"'T월드 무료 문자 이용 방법'에 대해 안내해 드릴게요.
T월드에서 본인 인증을 완료한 고객님이라면 누구나 매달 무료 문자 100건을 보낼 수 있어요. T월드 홈페이지에서 문자 보내기를 이용하는 경우 접속 시마다 공동(공인) 인증서 본인 인증이 필요하며, T월드 앱에서 문자 보내기를 이용하는 경우엔 인증 없이 문자 보내기가 가능해요.(단, 최초 이용 시 T월드 홈페이지에서 인증 후 가능)
※ T월드 홈페이지에서 무료 문자 30건 발송 시 SMS 1회 추가 인증 필요
무료 문자 100건을 모두 사용한 후에는 유료로 문자를 보낼 수 있답니다. T월드에서 무료 문자 보내는 방법을 알려드릴게요.

▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → 상단 돋보기 '무료문자' 검색 → 문자보내기 자세히 보기 → 인증하기
▶ T월드 앱: 앱 실행 → 로그인 → 왼쪽 상단 '≡' → 무료문자 → (아이폰의 경우)T월드 비밀번호 입력"
미디어앤데이터팩신청방법,.
제조사AS센터연락처,"'제조사 AS 센터 연락처'에 대해 안내해 드릴게요.
휴대폰 잠금 설정/해제, 삭제된 정보 복구 방법, 휴대폰 조작법 및 기능 등이 궁금하다면 제조사 AS 센터를 통해 상담받을 수 있어요. 자세한 상담은 제조사 AS 센터로 문의해 주세요.

[제조사 AS 센터]
- 삼성전자: 1588-3366(유료)
- LG전자: 1544-7777(유료)
- 애플: 080-333-4000"
제조사AS센터연락처,"'제조사 AS 센터 연락처'에 대해 안내해 드릴게요.
휴대폰 조작법이 궁금하다면 제조사 AS 센터를 통해 상담받을 수 있어요. 자세한 상담은 제조사 AS 센터로 문의해 주세요..

[제조사 AS 센터]
- 삼성전자: 1588-3366(유료)
- LG전자: 1544-7777(유료)
- 애플: 080-333-4000."
콜키퍼,"'콜키퍼'에 대해 안내해 드릴게요.
콜키퍼는 월 550원(부가세 포함)으로 휴대폰 전원이 꺼져 있거나 통화가 불가능할 때(통화 중, 통화 불능 상태 등) 걸려온 전화를 문자로 안내받을 수 있는 서비스예요.

ㅇ 신청 방법이 궁금하다면 '콜키퍼 신청 방법'이라고 입력해 주세요."
T플러스B인터넷해지방법,"'TB인터넷 해지 방법'에 대해 안내해 드릴게요.
TB인터넷은 CV센터(구.지점)/PS&M지점/대리점, SKT 유선/무선 고객센터에서 해지할 수 있어요. 자세한 내용은 고객센터로 문의해 주세요.

ㅇ SK텔레콤 고객센터: 국번 없이 114 또는 080-011-6000(무료)"
T플러스B인터넷,"'TB인터넷'에 대해 안내해 드릴게요.
TB인터넷은 같은 명의의 이동전화와 SK텔레콤 또는 SK브로드밴드 인터넷 1회선을 결합해 이동전화와 인터넷 월정액을 각각 10% 할인받는 결합상품이에요. 단, 일부 요금제(T플랜, band 요금제 계열 등)는 이동전화 월정액 할인이 제공되지 않습니다.

ㅇ 신청 방법이 궁금하다면 'TB인터넷 신청 방법'이라고 입력해 주세요."
전화상담사연결,"'전화 상담사 연결 방법'에 대해 안내해 드릴게요.
안타깝게도 제가 직접 전화를 드리거나 상담사를 연결해 드릴 수 없어요. 상담이 필요한 경우 평일 오전 9시~오후 6시(점심 12시~13시, 공휴일 제외)에 고객님의 휴대폰으로 직접 연락 주시면 상담사와 통화 가능합니다.

ㅇ SK텔레콤 고객센터: 국번 없이 114 또는 080-011-6000(무료) "
TLOGIN사용량SMS통보,"'T login SMS 통보 서비스'에 대해 안내해 드릴게요.
T login SMS 통보 서비스는 T login 또는 태블릿PC 가입 고객이 사전에 등록한 SKT 휴대폰으로 데이터 통화료, 데이터 정보료 사용량, 충전 관련 안내 문자를 받을 수 있는 무료 서비스예요."
컬러링서비스설정방법,"'컬러링 음원 설정 방법'에 대해 안내해 드릴게요.
컬러링 음원은 T월드, T컬러링을 통해 설정할 수 있어요. 설정 시 건당으로 정보이용료가 부과되고, 음원은 최대 9곡까지 설정할 수 있습니다. 컬러링을 설정하는 방법을 알려드릴게요.

▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → 상단 돋보기 '컬러링/벨소리' 검색 → '컬러링/벨소리' 선택
▶ T월드 앱: 앱 실행 → 로그인 → 상단 돋보기 '컬러링' 검색 → 인기/최신 컬러링"
HDVoice서비스이용방법,"'HD Voice 이용 방법'에 대해 안내해 드릴게요.
HD Voice는 본인과 상대방 모두 HD Voice 기능이 지원되는 휴대폰일 경우 이용할 수 있어요. 휴대폰에서 HD Voice 기능을 켜고 고품질의 음성, 영상통화를 이용해 보세요. 휴대폰에서 직접 설정할 수 있는 방법을 알려드릴게요.

▶ 설정 방법
- 안드로이드폰(제조사 모드): 전화 → 왼쪽 상단 점 3개 → 설정 → 그 밖의 통화 설정 → 'HD Voice 가능상태 표시' 켜짐
- 안드로이드폰(T전화 모드): T전화 앱 실행 → 화면 오른쪽 상단 T로고 → 하단 일반 설정 → 'HD Voice 가능상태 표시' 켜짐
- 아이폰: 설정 → 셀룰러 → 셀룰러 데이터 옵션 → LTE활성화 → 음성 및 데이터"
4G5G재난문자방송서비스,"'재난문자'에 대해 안내해 드릴게요.
재난문자는 국민의 생명 신체 및 재산에 대한 피해가 예상되면, 그 피해를 예방하거나 줄이기 위하여 행정안전부에서 기간 통신 사업자를 통해 발송하는 무료 서비스예요.
행정안전부 뿐만 아니라 송출 권한을 부여받은 중앙행정기관 및 산하 공공기관, 지자체에서 지역을 결정한 뒤 전송할 수 있습니다. 재난문자는 위급 재난 문자, 긴급 재난 문자, 안전 안내 문자 3가지이며, 자세한 내용은 아래와 같습니다.

▶ 위급 재난 문자
- 공습경보, 경계경보, 화생방경보 등의 가장 시급성이 높은 경우 발송
▶ 긴급 재난 문자
- 테러, 방사성물질 누출 예상, 태풍, 홍수, 호우 등의 경보, 각종 재난 사고 등의 경우에 발송
▶ 안전 안내 문자
- 비교적 덜 위급한 그 외의 재난 경보 및 주의보에 대해 발송

차단 방법이 궁금하다면 '재난문자 차단 방법'을 선택해 주세요."
4G5G재난문자방송서비스차단방법,"'재난문자방송 서비스 차단 방법'에 대해 안내해 드릴게요.
재난문자방송 서비스 안내를 원하지 않는다면 휴대폰에서 차단할 수 있어요. 직접 차단할 수 있는 방법을 알려드릴게요.

▶ 차단 방법
- 안드로이드폰: 메시지 → 오른쪽 상단 점 3개 → 설정 → 메시지 설정 → 긴급 알림 설정 → 긴급 재난 문자 비활성화
- 아이폰: 설정 → 알림 → 긴급재난문자 비활성화"
Tworld위젯설치방법,"'T월드 위젯 설치 방법'에 대해 안내해 드릴게요.
T월드 위젯을 이용하면 요금제 정보, 남은 데이터 등을 간편하게 확인할 수 있어요. T월드 위젯 설치 방법을 알려드릴게요.(휴대폰 기종에 따라 설치 방법이 다를 수 있음)
 
[안드로이드폰]
1. 휴대폰 바탕화면 길게 누르기 → 하단에 있는 위젯 선택 → 위젯 목록 중 'T world' 누르기 → 원하는 위젯 크기(1×1, 2×1, 3×1, 4×2) 선택
2. 위젯 설정에서 배경 색상, 투명도 선택 후 적용하기
 
[아이폰]
1. 휴대폰 바탕화면을 오른쪽으로 밀고 하단에 있는 '편집' 선택
2. T월드 앱에서 '+' 버튼 선택 → 완료
※ T world 위젯 확인 불가 시 해당 화면에서 [사용자화] → 'T world' 선택 → 완료 후 이용 가능"
T멤버십열린멤버십,"'열린 멤버십'에 대해 안내해 드릴게요.
열린 멤버십은 동네의 숨은 맛집과 T멤버십을 결합한 멤버십 프로그램이에요. 사회적 가치를 높이기 위해 만들어졌는데요. 착한 소비, 열린 베이커리, 열린 거리로 구성돼 있고 다양한 할인 혜택을 받을 수 있답니다. 자세한 내용은 아래에서 확인해 주세요.

▶ T멤버십 홈페이지: tmembership.tworld.co.kr → 로그인 → 혜택 프로그램 → 열린 멤버십
▶ T멤버십 앱: 앱 실행 → 로그인 → 오른쪽 상단 '≡' → 혜택 프로그램 → 열린멤버십"
