,index,query,query_cnt,p_rank1,p_rank2,p_rank3,n_rank_1,n_rank2,n_rank3
220,302,고객센터 번호,4,SK텔레콤고객센터운영시간,타통신사고객센터,ONEstore고객센터,제조사AS센터연락처,전화상담사연결,SK텔레콤고객센터운영시간
221,304,요금 냈어요,4,요금부분납부방법,요금수납내역확인방법,편의점요금납부,요금수납내역확인방법,결제관련,
222,305,납부가능일 25일,4,요금납부일확인방법,,,,,
223,306,자녀선택약정가입,4,요금약정할인제도,선택약정할인제도약정기간변경,,Btv선택,선택약정할인제도가입조건,
224,307,20일 납부가능합니다,4,요금납부일확인방법,과납,,,,
225,308,내 요금,4,요금수납내역확인방법,편의점요금납부,요금부분납부방법,,,
226,310,미납금액이번달금액까지 알고싶어요,4,SKT미납센터연락처,미납이용정지,,미납이용정지,단말기할부금중도납부방법,
227,311,로밍방법,4,로밍중전화발신방법,로밍통화요금,로밍중휴대폰기능사용요금,T로밍카드,T로밍고객센터,5G로밍서비스
228,312,사용정지,4,착신금지서비스신청방법,착신금지서비스,착신금지서비스해지방법,정지관련,일시정지,
229,313,부모님  카드로  미납금을  낼려고하는데  따로  있어서  카드  번호만  알면 되나요,4,SKT미납센터연락처,미납이용정지,미납직권해지,,,
230,315,국제전화제한해지,4,국제전화수신거부서비스,국제전화사업자선택,국제전화알림Biz레터링,국제전화발신금지,,
231,317,활부금,4,단말기할부금중도납부방법,단말기할부,,,,
232,318,bari,4,T전화baro,T전화baro이용방법,baroYT요금제,T플러스B인터넷,,
233,319,국제전화 발신 해제,4,국제전화수신거부서비스해지방법,국제전화수신거부서비스신청방법,,국제전화알림Biz레터링,국제전화청구주기,국제전화발신금지
234,320,선물받은 쿠폰,4,데이터리필하기쿠폰유효기간,데이터리필하기선물받은리필쿠폰소멸,T데이터쿠폰잔액조회방법,T끼리데이터선물조르기방법,T끼리데이터선물하기받은데이터사용방법,T로밍카드선물
235,321,다른상담할래,4,전화상담사연결,SK텔레콤고객센터운영시간,,추가관련,,
236,323,11월 30일 납부 가능합니다.,4,과납,부가사용금액,편의점요금납부,,,
237,324,콘텐츠결제,4,콘텐츠이용료가능대상,콘텐츠이용료구매내역확인방법,휴대폰결제이용동의신청방법,결제관련,앱스토어결제수단,Skpay결제방법
238,325,10월 청구요금 조회,4,요금안내서재발행방법,,,,,
239,326,선택약정할인 기간 연장,4,선택약정할인제도만료문자발송시기,선택약정할인제도약정기간변경,선택약정할인제도가입조건,연장관련,번호변경안내서비스연장방법,선택약정할인제도약정기간변경
240,327,2023년 11월 30일 납부가능일 등록,4,요금납부일확인방법,,,,,
241,329,sk텔레콤이 뭐야,4,타통신사고객센터,전화상담사연결,T멤버십구매상품(구.초콜릿)상담센터,,,
242,330,콘텐츠이용료한도변경,4,콘텐츠이용료구매내역확인방법,구글Play스토어고객센터,콘텐츠이용료가능대상,애플콘텐츠이용료결제이용한도,데이터통화료상한제도,060정보료한도제
243,331,청구금액,4,요금안내서재발행방법,법정대리인에게미성년자청구금액SMSMMS발송,,,,
244,332,자동납부번호,4,자동납부접수번호확인방법,,,자동납부번호확인방법,법인폰자동납부내역조회방법,
245,334,괌 여행 로밍,4,0틴플랜스몰,0플랜스몰,T괌사이판요금제잔여량확인,T괌사이판요금제잔여량확인,T괌사이판옵션변경,
246,336,선물하기,4,T끼리데이터선물하기연령,T끼리데이터선물하기대상,가족간데이터자동선물하기,T끼리데이터선물조르기방법,T끼리데이터선물하기알림,T끼리데이터선물하기대상
247,337,3개월 전부터 왜 요금이 늘었어?,4,요금납부일확인방법,,,데이터추가사용방법,,
248,338,휴대폰분실보호 해지,4,분실폰찾기개인정보삭제,분실폰찾기알람,예상해지금액,휴대폰보호서비스해지방법,휴대폰번호보호해지방법,고객보호비밀번호서비스해지방법
249,339,상담사님,3,SK텔레콤고객센터운영시간,전화상담사연결,ONEstore고객센터,전화상담사연결,제조사AS센터연락처,SK텔레콤고객센터운영시간
250,340,원 패스500기본형을 기간형으로 변경신청합니다,3,원패스기준시간,원패스제공국가,,,,
251,341,콘텐츠결제연관아이디,3,콘텐츠이용료가능대상,콘텐츠이용료구매내역확인방법,휴대폰결제이용동의신청방법,T아이디,,
252,342,로밍해주세요,3,로밍통화요금,로밍한사람간통화요금,로밍중전화발신방법,T로밍카드,T로밍고객센터,가족로밍
253,343,넵 안녕하세요,3,스팸ARS차단플러스,퀵보이스이용방법,퀵보이스,퀵보이스신청방법,퀵보이스,퀵보이스차단서비스
254,344,11월27일 요금납부가능합니다. 이대진  931021입니다.,3,요금납부일확인방법,,,,,
255,345,카드사용내역 문자,3,동일신용카드월5회수납제한,,,T멤버십사용내역확인방법,콘텐츠이용료구매내역확인방법,수납이력서재발행방법
256,346,쿠폰사용할게요,3,T쿠폰구매방법,T데이터쿠폰사용기간,T쿠폰,Btv쿠폰,T쿠폰,
257,347,15일 납부가능합니다,3,요금납부일확인방법,과납,부가사용금액,,,
258,348,단체문자서비스 요금을 알고싶어요,3,문자매니저,문자메시지서비스,문자매니저신청방법,,,
259,350,요번달요금,3,편의점요금납부,부가사용금액,요금수납내역확인방법,,,
260,351,10일 납부가능합니다,3,요금납부일확인방법,과납,부가사용금액,,,
261,352,아이폰15,3,아이폰기기변경상담,휴대폰기기변경방법,T안심보상,TAll케어플러스i150,TAll케어플러스150,분실파손i150
262,353,부가서비스 요금은,3,부가서비스가입내역확인방법,단말보험가입방법,휴대폰보험보상신청방법,부가사용금액,,
263,354,미납 납부,3,SKT미납센터연락처,미납직권해지,SKT해지미납센터연락처,과납,SKT미납센터연락처,단말기할부금중도납부방법
264,355,25일까지 납부가능합니다,3,부가사용금액,과납,편의점요금납부,,,
265,356,10일에 입금하겠습니다,3,과납,요금납부일확인방법,,,,
266,357,미납요금 납부 가능일 1117일 등록 가능할까요?,3,SKT미납센터연락처,미납이용정지,SKT해지미납센터연락처,,,
267,358,연락드렸습니다,3,휴대폰결제대행사연락처,전화상담사연결,SK텔레콤고객센터운영시간,전화상담사연결,퀵보이스,퀵보이스차단서비스
268,360,11월30 일까지 납부하겠습니다,3,요금납부일확인방법,,,단말기할부금중도납부방법,,
269,361,통화조회,3,전화상담사연결,,,통화내역열람방법,,
270,362,27일 납부 가능합니다,3,요금납부일확인방법,과납,부가사용금액,,,
271,363,제가 들어져 있는 파손보험이 분실도 보장이 가능한 보험인지 확인하고 싶습니다,3,휴대폰보험보상신청방법,단말보험가입방법,단말보험해지방법,분실파손보험,,
272,364,오토레트해지,3,오토레터,오토컬러링설정방법,오토컬러링,오토레터해지방법,이동전화해지방법,철회
273,366,오늘 바로 납부 가능합니다,3,편의점요금납부,요금부분납부방법,요금수납내역확인방법,요금납부일확인방법,,
274,6422,미납요금이 얼마인지 알수있을까요,1,SKT미납센터연락처,미납이용정지,미납직권해지,미납이용정지,SKT미납센터연락처,
275,583,함께쓰기번호  핸드폰,2,Data함께쓰기신청방법,Data함께쓰기,,Data함께쓰기,TTab함께쓰기공유요금제,5G함께쓰기프로모션
276,3721,미납요금금액,2,SKT미납센터연락처,미납이용정지,SKT해지미납센터연락처,미납이용정지,SKT미납센터연락처,과납
277,5257,지난달에 해지 요청 한거 같은데 이달에 삼백원 정도 왜 청구 되나요,1,이동전화해지방법,자동납부해지방법,유선해지방법,콘텐츠이용료결제취소방법,예상해지금액,애플콘텐츠이용료결제취소방법
278,2002,무료로밍이 있다고하는데요,2,데이터로밍요금,로밍통화요금,로밍중휴대폰기능사용요금,T로밍카드,5G로밍서비스,데이터로밍요금
279,4171,자녀조회 해제,2,자녀요금통보서비스해지방법,자녀요금조회방법,자녀요금통보서비스,자녀요금조회방법,조회관련,가입정보조회
280,1765,휴대폰결제 입금,2,휴대폰결제이용가능대상,휴대폰결제이용동의신청방법,,결제관련,T로밍카드결제수단,OK캐쉬백납부
281,6553,전화가 계속 안되던데,1,휴대폰전화수신불가조치방법,휴대폰통화목소리울림조치방법,휴대폰통화중잡음묵음조치방법,집전화수발신불가조치방법,휴대폰전화수발신불가조치방법,전화관련
282,5810,인터넷은 됩니다,1,유선인터넷접속불가조치방법,,,인터넷관련,퀵보이스,퀵보이스차단서비스
283,4411,착신전화이 안됩니다,2,착신전환신청방법,착신전환,착신전환이용방법,착신전환이용방법,착신전환,T_착신전환
284,4219,부가세 취소,2,세금계산서재발행방법,세금계산서신청방법,,콘텐츠이용료결제취소방법,휴대폰결제취소방법,
285,1668,혹시라도 저 유튜버를 하고싶어서 방법을 잘 알고싶어요,2,모바일Btv앱,Btv유튜브시청방법,,Btv유튜브시청방법,,
286,2487,요금이 너무 많아 나왔는데 어디서 무엇을 썼는지 알지 못해서 영수증을 우편으로 다시 보내 줘,2,요금부분납부방법,요금수납내역확인방법,과납,요금수납내역확인방법,각종업무구비서류,수납이력서재발행방법
287,3023,공유기 전원이 안들어와요,2,유선인터넷장비전원고장조치방법,SK유무선공유기Wi-Fi접속불가조치방법,,Btv셋톱박스전원불량조치방법,유선인터넷장비전원고장조치방법,
288,4610,해지가 되어있어서요,1,이동전화해지방법,자동납부해지방법,유선해지방법,예상해지금액,이동전화해지방법,Btv월정액해지방법
289,1478,내요금조회,2,과납,세금계산서신청방법,요금수납내역확인방법,실시간요금상세내역,자녀요금조회방법,조회관련
290,1128,위약금 납부,2,가산금,프리미엄패스1,휴대폰결제연체가산금,데이터결합약정할인반환금,장비변상금,휴대폰결제연체가산금
291,596,콘텐츠이용료 한도상향,2,콘텐츠이용료구매내역확인방법,콘텐츠이용료가능대상,콘텐츠이용료결제취소방법,애플콘텐츠이용료결제이용한도,데이터통화료상한제도,법인휴대폰결제이용한도
292,497,로밍 부서,2,로밍통화요금,로밍중전화발신방법,로밍한사람간통화요금,T로밍고객센터,T로밍카드고객센터,
293,3189,청구금액 상세,2,법정대리인에게미성년자청구금액SMSMMS발송,,,각종업무구비서류,,
294,1246,통합되어있는 서비스,2,통합청구서,통합청구서해지방법,데이터결합약정할인,결합상품,,
295,3577,자녀 선택약정할인 기간만료,2,선택약정할인제도약정기간변경,선택약정할인제도만료문자발송시기,주민등록번호정정,선택약정할인제도만료SMS발송시기,선택약정할인제도해지방법,
296,705,진짜 개별루우,2,휴대폰특정번호전화발신불가조치방법,개별통화수신거부이용방법,휴대폰특정번호전화수신불가조치방법,개별통화수신거부이용방법,개별통화수신거부,개별통화수신거부신청방법
297,2411,070  으로거는 전화요금은 무료인가요 ?,2,060정보료한도제신청방법,060정보료한도제,060정보료한도제해지방법,060비밀번호통화서비스,,
