query,n_rank1,n_rank2,n_rank3
미납요금납부잉,"('SKT 미납센터 연락처', 0.652)","('과납', 0.646)","('미납 이용정지', 0.646)"
미납 요금을 11월 30일에 낼게요,"('요금 납부일 확인 방법', 0.514)","('SKT 미납센터 연락처', 0.468)","('요금 납부일 변경 방법', 0.465)"
납부가능날짜 11월30일로 해주세요,"('요금 납부일 변경 방법', 0.716)","('요금 납부일 확인 방법', 0.635)","('단말기 할부금 중도 납부 방법', 0.452)"
실시간청구요금,"('실시간 요금 상세 내역', 0.576)","('요금제문의', 0.407)",
납부가능한날짜,"('요금 납부일 확인 방법', 0.796)","('요금 납부일 변경 방법', 0.762)","('단말기 할부금 중도 납부 방법', 0.49)"
해지된건가요?,"('이동전화 해지 방법', 0.619)","('SKT 해지 미납센터 연락처', 0.513)","('예상 해지 금액', 0.505)"
2기가충전,"('baro 2GB 충전', 0.843)","('NUGU mini 충전', 0.538)","('팅 요금 충전 방법', 0.483)"
콘텐츠이용료 한도 변경,"('애플 콘텐츠 이용료 결제 이용 한도', 0.537)",,
T올케어 해지,"('단말보험 해지 방법', 0.456)",,
현재 미납금,"('SKT 미납센터 연락처', 0.669)","('미납 이용정지', 0.661)","('가산금', 0.643)"
30일 까지 납부 가능합니다,"('요금 납부일 확인 방법', 0.626)","('단말기 할부금 중도 납부 방법', 0.62)","('요금 납부일 변경 방법', 0.592)"
납부가능일 26일,"('요금 납부일 확인 방법', 0.578)","('요금 납부일 변경 방법', 0.502)","('단말기 할부금 중도 납부 방법', 0.495)"
부재중전화알림,"('콜키퍼', 0.619)","('T_부재중안내', 0.587)","('통화중대기 서비스', 0.481)"
장기 가입 쿠폰 사용할래,"('장기가입고객 할인제도', 0.577)","('T쿠폰 등록 방법', 0.49)","('Wavve콘텐츠팩 연간 신청 방법', 0.446)"
납부기한,"('요금 납부일 확인 방법', 0.732)","('요금 납부일 변경 방법', 0.633)","('단말기 할부금 중도 납부 방법', 0.551)"
21일 입금하겠습니다,"('요금 납부일 변경 방법', 0.508)","('요금 납부일 확인 방법', 0.505)","('단말기 할부금 중도 납부 방법', 0.48)"
미납요금예정일,"('미납 이용정지', 0.622)","('SKT 미납센터 연락처', 0.621)","('가산금', 0.594)"
듀얼번호,"('넘버플러스2', 0.708)","('골드번호', 0.52)","('넘버플러스2 이용 방법', 0.487)"
카드납부가능한가요,"('T로밍 카드 결제 수단', 0.572)","('결제 관련', 0.546)","('상품권 수납', 0.523)"
미납요금 납부일 지정,"('요금 납부일 변경 방법', 0.682)","('요금 납부일 확인 방법', 0.627)","('유선 요금 납부일 변경 방법', 0.483)"
미납요금날짜,"('요금 납부일 확인 방법', 0.694)","('SKT 미납센터 연락처', 0.638)","('가산금', 0.56)"
계좌번호 알려줘,"('자동납부번호 확인 방법', 0.49)",,
21일 납부가능,"('요금 납부일 확인 방법', 0.593)","('요금 납부일 변경 방법', 0.578)","('통신과금 선결제 이용 방법', 0.504)"
25일 납부 가능,"('단말기 할부금 중도 납부 방법', 0.577)","('요금 납부일 확인 방법', 0.544)","('요금 납부일 변경 방법', 0.517)"
휴대폰결제 한도 변경,"('법인 휴대폰 결제 이용 한도', 0.58)","('애플 콘텐츠 이용료 결제 이용 한도', 0.486)","('휴대폰 결제 이용 제한 방법', 0.446)"
요금 납부 계좌를 바꾸려면 어떻게 하나요?,"('요금 납부일 변경 방법', 0.451)","('요금 부분 납부 방법', 0.41)","('요금안내서 주소 변경 방법', 0.406)"
콘텐츠이용료조회,"('콘텐츠 이용료 구매내역 확인 방법', 0.707)","('콘텐츠 이용료 가능 대상', 0.531)","('애플 콘텐츠 이용료', 0.456)"
나는 12살,"('미성년자 관련', 0.681)","('팅 요금제 자동 변경 시기', 0.456)","('T끼리 데이터 선물하기 연령', 0.443)"
선택약정할인 연장해주세요,"('선택약정 할인제도 재가입 조건', 0.68)","('선택약정 할인제도 약정 기간 변경', 0.595)","('선택약정 할인제도 해지 방법', 0.572)"
상담사 문의,"('전화 상담사 연결', 0.857)","('SK텔레콤 고객센터 운영 시간', 0.601)","('채티 서비스', 0.527)"
전화가  안걸려요,"('휴대폰 전화 수발신 불가 조치 방법', 0.76)","('고장 실패 관련', 0.736)","('통화품질 관련', 0.73)"
27일까지 납부가능할까요,"('요금 납부일 확인 방법', 0.616)","('단말기 할부금 중도 납부 방법', 0.595)","('요금 납부일 변경 방법', 0.567)"
연락처 복원,"('제조사 AS 센터 연락처', 0.539)",,
자녀 선택약정할인,"('T자녀안심', 0.498)","('미성년자 관련', 0.484)","('다자녀 할인제도', 0.453)"
입금을 잘못했어요 50만원,,,
연락처,"('제조사 AS 센터 연락처', 0.618)","('전화 상담사 연결', 0.577)","('메시지 관련', 0.569)"
해지요청,"('이동전화 해지 방법', 0.816)","('철회', 0.621)","('퀵보이스 해지 방법', 0.563)"
단체문자,"('메시지 관련', 0.684)","('문자메시지 서비스', 0.641)","('등기문자', 0.601)"
11월16일 납부가능,"('요금 납부일 확인 방법', 0.543)","('단말기 할부금 중도 납부 방법', 0.507)","('요금 납부일 변경 방법', 0.503)"
함께쓰기,"('Data 함께쓰기', 0.897)","('Data 함께쓰기 신청방법', 0.59)","('T Tab 함께쓰기 공유 요금제', 0.536)"
데이터 얼마나 썼어?,"('최근 사용량 확인 방법', 0.708)","('자녀 데이터 사용량 조회 방법', 0.577)","('데이터 문의 관련', 0.556)"
"신한카드박보경님 통신요금이 승인 되지 않았습니다. 2,950원 SK텔레콤",,,
휴대폰결제 한도,"('법인 휴대폰 결제 이용 한도', 0.715)","('애플 콘텐츠 이용료 결제 이용 한도', 0.645)","('060정보료 한도제', 0.477)"
내명의 요금,"('명의변경', 0.441)","('이름 관련', 0.419)",
착신전화,"('착신전환', 0.837)","('착신전환 이용 방법', 0.598)","('착신전환 신청 방법', 0.533)"
배달의 민족,,,
25일 납부 가능해요,"('단말기 할부금 중도 납부 방법', 0.6)","('요금 납부일 확인 방법', 0.549)","('요금 납부일 변경 방법', 0.524)"
번호도용문자,"('번호도용문자차단', 0.724)","('명의도용', 0.566)","('번호도용문자차단 해지 방법', 0.525)"
네 해지해주세요,"('이동전화 해지 방법', 0.806)","('퀵보이스 해지 방법', 0.607)","('철회', 0.584)"
유심인식,"('USIM 스마트인증', 0.552)","('휴대폰인증서서비스', 0.485)","('USIM기변 방법', 0.434)"
9월달요금,"('실시간 요금 상세 내역', 0.466)","('T Tab 9', 0.466)","('요금제문의', 0.463)"
미납금액 1월11일 납부예정,"('요금 납부일 확인 방법', 0.496)","('과납', 0.488)","('가산금', 0.432)"
사업자세금계산서,"('세금계산서 신청 방법', 0.741)","('세금계산서 재발행 방법', 0.56)",
노래방,"('음악 관련', 0.489)","('NUGU 서비스 금영 노래방', 0.48)","('게임 관련', 0.436)"
국제전화 발신 해제 요청,"('국제전화 발신 금지', 0.693)","('국제전화수신거부 서비스 신청 방법', 0.626)","('국제전화 알림 Biz 레터링', 0.616)"
데이터조회 문자,"('데이터 문의 관련', 0.666)","('조회 관련', 0.546)","('데이터SOS', 0.488)"
20일에 납부가능합니다,"('요금 납부일 확인 방법', 0.633)","('요금 납부일 변경 방법', 0.617)","('단말기 할부금 중도 납부 방법', 0.559)"
계좌번호좀주세요,"('자동납부번호 확인 방법', 0.438)",,
01047959340 아이폰으로 애플결제된 8천원이 무엇인지요,"('파손3 i파손80', 0.404)",,
납부 가능 날짜 11월 30일 입니다,"('요금 납부일 확인 방법', 0.67)","('요금 납부일 변경 방법', 0.601)","('단말기 할부금 중도 납부 방법', 0.499)"
t전화해제,"('차단해제 관련', 0.591)","('T전화 탈퇴 및 서비스 미사용', 0.567)","('T전화 모드 유지', 0.517)"
이용요금,"('요금제문의', 0.644)","('결제 관련', 0.528)","('부가 사용 금액', 0.486)"
로밍 이용방법,"('로밍 일시 허용', 0.531)","('로밍 중 LTE 데이터 이용 방법', 0.481)","('T로밍 고객센터', 0.48)"
현지국가전화하기,"('로밍 중 전화 발신 방법', 0.489)","('T전화 baro 이용 방법', 0.47)","('로밍 중 발신번호 표시', 0.452)"
9월 청구요금 조회,"('실시간 요금 상세 내역', 0.527)","('법인폰 청구 요금 조회 방법', 0.423)",
미납요금 납부가능일 문의,"('요금 납부일 확인 방법', 0.759)","('요금 납부일 변경 방법', 0.644)","('SKT 미납센터 연락처', 0.485)"
부재중 전화 표시,"('T_부재중안내', 0.638)","('통화중대기 서비스', 0.593)","('콜키퍼', 0.491)"
너 비트박스 할수있어?,,,
상담사 불러줘,"('전화 상담사 연결', 0.885)","('SK텔레콤 고객센터 운영 시간', 0.632)","('제조사 AS 센터 연락처', 0.421)"
24일 납부가능,"('요금 납부일 확인 방법', 0.568)","('요금 납부일 변경 방법', 0.555)","('단말기 할부금 중도 납부 방법', 0.503)"
핸드폰 요금,"('요금제문의', 0.618)","('단말기 할부', 0.53)","('결제 관련', 0.473)"
T월드에서 문자전송할때 인증을 꼭 거쳐야하나요?,"('인증 관련', 0.601)","('Wavve 부가서비스 인증 방법', 0.497)","('휴대폰인증서서비스', 0.446)"
너는전화를받지않아,"('휴대폰 전화 수신 불가 조치 방법', 0.573)","('휴대폰 특정 번호 전화 수신 불가 조치 방법', 0.468)","('착신금지', 0.467)"
휴대폰 결제 한도 변경,"('법인 휴대폰 결제 이용 한도', 0.596)","('애플 콘텐츠 이용료 결제 이용 한도', 0.48)","('휴대폰 결제 이용 제한 방법', 0.433)"
공중전화로,"('전화 관련', 0.543)","('mVoIP', 0.4)",
T전화 자동받기,"('T전화 작은 수신화면 모드', 0.516)","('T_착신전환', 0.403)",
전화 통화가 안돼요,"('휴대폰 전화 수발신 불가 조치 방법', 0.782)","('통화품질 관련', 0.643)","('휴대폰 전화 수신 불가 조치 방법', 0.596)"
고객센터 번호,"('SK텔레콤 고객센터 운영 시간', 0.745)","('제조사 AS 센터 연락처', 0.683)","('전화 상담사 연결', 0.668)"
약정할인상담,"('요금약정 할인제도', 0.65)","('데이터결합약정할인', 0.591)","('T지원금 약정', 0.505)"
요금 냈어요,"('요금 수납 내역 확인 방법', 0.784)","('과납', 0.484)","('수납이력서 재발행 방법', 0.466)"
납부가능일 25일,"('요금 납부일 확인 방법', 0.632)","('요금 납부일 변경 방법', 0.569)","('단말기 할부금 중도 납부 방법', 0.524)"
자녀선택약정가입,"('미성년자 관련', 0.44)","('T자녀안심', 0.428)",
20일 납부가능합니다,"('요금 납부일 확인 방법', 0.601)","('요금 납부일 변경 방법', 0.593)","('단말기 할부금 중도 납부 방법', 0.581)"
내 요금,"('실시간 요금 상세 내역', 0.534)","('요금제문의', 0.474)","('요금 수납 내역 확인 방법', 0.472)"
통합요금,"('통합청구서', 0.556)","('결합 상품', 0.483)","('통합 청구서 해지 방법', 0.465)"
미납금액이번달금액까지 알고싶어요,"('SKT 미납센터 연락처', 0.565)","('요금 수납 내역 확인 방법', 0.537)","('요금 납부일 확인 방법', 0.536)"
로밍방법,"('로밍 일시 허용', 0.548)","('가족 로밍', 0.542)","('미성년자 로밍', 0.487)"
사용정지,"('정지 관련', 0.865)","('일시정지', 0.691)","('정지 해제 관련', 0.491)"
부모님  카드로  미납금을  낼려고하는데  따로  있어서  카드  번호만  알면 되나요,"('자동납부번호 확인 방법', 0.548)","('SKT 미납센터 연락처', 0.535)",
baro 요금,"('T전화 baro', 0.74)","('로밍 통화 요금', 0.604)","('T전화 baro 이용 방법', 0.578)"
국제전화제한해지,"('국제전화수신거부서비스 해지 방법', 0.611)","('국제전화 발신 금지', 0.502)","('국제전화수신거부 서비스', 0.431)"
미납요금 11월 말일자로 등록 가능할까요,"('SKT 미납센터 연락처', 0.587)","('미납 이용정지', 0.514)","('가산금', 0.484)"
활부금,"('단말기 할부', 0.439)","('상품권 수납', 0.431)","('선불폰', 0.417)"
bari,"('T전화 baro', 0.659)","('T전화 baro 이용 방법', 0.434)","('baro 충전 요금제', 0.429)"
국제전화 발신 해제,"('국제전화 발신 금지', 0.777)","('국제전화수신거부 서비스', 0.498)","('국제전화수신거부 서비스 신청 방법', 0.485)"
선물받은 쿠폰,"('T끼리 데이터 선물하기 받은 데이터 사용 방법', 0.513)","('데이터 리필하기 선물 받은 리필 쿠폰 소멸', 0.504)","('데이터 리필하기 쿠폰 제공', 0.472)"
다른상담할래,"('다른 번호 문의', 0.643)","('채티 서비스', 0.56)","('미성년자 관련', 0.519)"
국제전화요금,"('국제전화 청구 주기', 0.679)","('로밍 통화 요금', 0.653)","('로밍 중 국제전화카드 사용', 0.601)"
11월 30일 납부 가능합니다.,"('요금 납부일 확인 방법', 0.625)","('단말기 할부금 중도 납부 방법', 0.56)","('요금 납부일 변경 방법', 0.553)"
콘텐츠결제,"('콘텐츠 이용료 가능 대상', 0.584)","('결제 관련', 0.561)","('콘텐츠 이용료 구매내역 확인 방법', 0.539)"
10월 청구요금 조회,"('실시간 요금 상세 내역', 0.503)","('법인폰 청구 요금 조회 방법', 0.449)",
선택약정할인 기간 연장,"('선택약정 할인제도 약정 기간 변경', 0.714)","('선택약정 할인제도 만료 SMS 발송 시기', 0.538)","('선택약정 할인제도 재가입 조건', 0.526)"
2023년 11월 30일 납부가능일 등록,"('요금 납부일 확인 방법', 0.592)","('요금 납부일 변경 방법', 0.513)",
전화가 안되네요,"('휴대폰 전화 수발신 불가 조치 방법', 0.793)","('통화품질 관련', 0.73)","('고장 실패 관련', 0.723)"
sk텔레콤이 뭐야,"('SKT 5GX', 0.504)","('SK텔레콤 할인 혜택', 0.499)","('타 통신사 고객센터', 0.453)"
콘텐츠이용료한도변경,"('애플 콘텐츠 이용료 결제 이용 한도', 0.502)","('데이터통화료 상한제도', 0.416)",
청구금액,"('예상 해지 금액', 0.497)","('요금 납부일 확인 방법', 0.468)","('실시간 요금 상세 내역', 0.456)"
자동납부번호,"('자동납부번호 확인 방법', 0.817)","('자동납부 해지 방법', 0.518)","('법인폰 자동납부내역 조회 방법', 0.413)"
국제전화걸기,"('국제전화 알림 Biz 레터링', 0.682)","('국제전화 청구 주기', 0.549)","('로밍 중 전화 발신 방법', 0.539)"
괌 여행 로밍,"('T괌사이판 요금제 잔여량 확인', 0.582)","('T괌사이판 옵션 변경', 0.541)","('가족 로밍', 0.456)"
국제전화 걸기,"('국제전화 알림 Biz 레터링', 0.613)","('로밍 중 전화 발신 방법', 0.594)","('국제전화 발신 금지', 0.534)"
선물하기,"('T끼리 데이터 선물하기 대상', 0.531)","('T끼리 데이터 선물하기 알림', 0.498)","('T끼리 데이터 선물하기 받은 데이터 사용 방법', 0.496)"
3개월 전부터 왜 요금이 늘었어?,,,
휴대폰분실보호 해지,"('휴대폰번호보호 해지 방법', 0.42)",,
상담사님,"('전화 상담사 연결', 0.797)","('SK텔레콤 고객센터 운영 시간', 0.612)","('채티 서비스', 0.548)"
원 패스500기본형을 기간형으로 변경신청합니다,"('원패스 VIP 기간형', 0.609)","('원패스 옵션 변경', 0.548)",
콘텐츠결제연관아이디,"('T아이디', 0.57)","('휴대폰 결제 대행사 연락처', 0.458)","('콘텐츠 이용료 구매내역 확인 방법', 0.456)"
