query,n_rank1,n_rank2,n_rank3
핸드폰 결제한도,"('애플 콘텐츠 이용료 결제 이용 한도', 0.677)","('법인 휴대폰 결제 이용 한도', 0.622)","('060정보료 한도제', 0.564)"
상담 요금조회,"('요금제문의', 0.655)","('실시간 요금 상세 내역', 0.589)","('요금제 추천', 0.448)"
약정 할인,"('요금약정 할인제도', 0.719)","('데이터결합약정할인', 0.51)","('T지원금 약정', 0.498)"
미납요금납부잉,"('SKT 미납센터 연락처', 0.719)","('과납', 0.681)","('미납 이용정지', 0.635)"
미납 요금을 11월 30일에 낼게요,"('SKT 미납센터 연락처', 0.612)","('요금 납부일 확인 방법', 0.59)","('요금 납부일 변경 방법', 0.555)"
납부가능날짜 11월30일로 해주세요,"('요금 납부일 확인 방법', 0.747)","('요금 납부일 변경 방법', 0.719)","('단말기 할부금 중도 납부 방법', 0.602)"
실시간청구요금,"('실시간 요금 상세 내역', 0.565)","('요금제문의', 0.549)","('데이터 문의 관련', 0.471)"
납부가능한날짜,"('요금 납부일 확인 방법', 0.838)","('요금 납부일 변경 방법', 0.772)","('요금 수납 내역 확인 방법', 0.581)"
해지된건가요?,"('이동전화 해지 방법', 0.744)","('정지 해제 관련', 0.546)","('철회', 0.534)"
2기가충전,"('baro 2GB 충전', 0.844)","('T플랜 안심2.5G', 0.494)","('팅 요금 충전 방법', 0.442)"
콘텐츠이용료 한도 변경,"('애플 콘텐츠 이용료 결제 이용 한도', 0.537)",,
T올케어 해지,"('단말보험 해지 방법', 0.61)","('T All케어플러스 포인트 서비스 해지 방법', 0.496)","('T 아이폰케어 해지 방법', 0.421)"
현재 미납금,"('SKT 미납센터 연락처', 0.731)","('미납 이용정지', 0.676)","('가산금', 0.658)"
30일 까지 납부 가능합니다,"('단말기 할부금 중도 납부 방법', 0.72)","('요금 납부일 확인 방법', 0.669)","('요금 납부일 변경 방법', 0.595)"
납부가능일 26일,"('요금 납부일 확인 방법', 0.734)","('요금 납부일 변경 방법', 0.624)","('단말기 할부금 중도 납부 방법', 0.592)"
부재중전화알림,"('콜키퍼', 0.629)","('T_부재중안내', 0.622)","('분실폰 찾기 알람', 0.572)"
장기 가입 쿠폰 사용할래,"('장기가입고객 할인제도', 0.535)","('T쿠폰 등록 방법', 0.46)","('데이터 리필하기 쿠폰 유효기간', 0.431)"
납부기한,"('요금 납부일 확인 방법', 0.749)","('요금 납부일 변경 방법', 0.651)","('단말기 할부금 중도 납부 방법', 0.583)"
21일 입금하겠습니다,"('단말기 할부금 중도 납부 방법', 0.608)","('요금 납부일 확인 방법', 0.573)","('요금 납부일 변경 방법', 0.521)"
미납요금예정일,"('SKT 미납센터 연락처', 0.676)","('미납 이용정지', 0.616)","('요금 납부일 확인 방법', 0.606)"
듀얼번호,"('넘버플러스2', 0.613)","('넘버플러스2 신청 방법', 0.502)","('휴대폰 관련', 0.45)"
카드납부가능한가요,"('T로밍 카드 결제 수단', 0.526)","('Sk pay 결제 방법', 0.504)","('통신과금 선결제 이용 방법', 0.501)"
미납요금 납부일 지정,"('요금 납부일 변경 방법', 0.712)","('요금 납부일 확인 방법', 0.644)","('유선 요금 납부일 변경 방법', 0.51)"
미납요금날짜,"('요금 납부일 확인 방법', 0.695)","('SKT 미납센터 연락처', 0.676)","('가산금', 0.581)"
계좌번호 알려줘,"('자동납부번호 확인 방법', 0.545)","('요금 수납 내역 확인 방법', 0.401)",
21일 납부가능,"('요금 납부일 확인 방법', 0.681)","('단말기 할부금 중도 납부 방법', 0.621)","('요금 납부일 변경 방법', 0.607)"
25일 납부 가능,"('요금 납부일 확인 방법', 0.653)","('단말기 할부금 중도 납부 방법', 0.651)","('요금 납부일 변경 방법', 0.597)"
휴대폰결제 한도 변경,"('법인 휴대폰 결제 이용 한도', 0.541)","('애플 콘텐츠 이용료 결제 이용 한도', 0.476)","('휴대폰 결제 장기 미사용 차단 해제 방법', 0.453)"
요금 납부 계좌를 바꾸려면 어떻게 하나요?,"('요금 납부일 변경 방법', 0.555)","('요금 부분 납부 방법', 0.449)","('자동납부 해지 방법', 0.42)"
콘텐츠이용료조회,"('콘텐츠 이용료 구매내역 확인 방법', 0.703)",,
나는 12살,"('미성년자 관련', 0.781)","('팅 요금제 자동 변경 시기', 0.549)","('T끼리 데이터 선물하기 연령', 0.498)"
선택약정할인 연장해주세요,"('선택약정 할인제도 재가입 조건', 0.667)","('선택약정 할인제도 약정 기간 변경', 0.637)","('선택약정 할인제도 만료 SMS 발송 시기', 0.584)"
상담사 문의,"('전화 상담사 연결', 0.887)","('SK텔레콤 고객센터 운영 시간', 0.654)","('채티 서비스', 0.485)"
전화가  안걸려요,"('고장 실패 관련', 0.844)","('통화품질 관련', 0.808)","('휴대폰 전화 수발신 불가 조치 방법', 0.764)"
27일까지 납부가능할까요,"('단말기 할부금 중도 납부 방법', 0.696)","('요금 납부일 확인 방법', 0.63)","('요금 수납 내역 확인 방법', 0.617)"
연락처 복원,"('제조사 AS 센터 연락처', 0.725)","('T전화채티대화이력삭제', 0.482)","('T전화 설정 방법', 0.463)"
자녀 선택약정할인,"('미성년자 관련', 0.416)","('다른 번호 문의', 0.412)","('선택약정 할인제도 가입 가능 단말기 조회 방법', 0.403)"
입금을 잘못했어요 50만원,"('과납', 0.574)","('휴대폰 결제 취소 방법', 0.511)","('요금 수납 내역 확인 방법', 0.421)"
연락처,"('제조사 AS 센터 연락처', 0.654)","('전화 상담사 연결', 0.604)","('타 통신사 고객센터', 0.591)"
해지요청,"('이동전화 해지 방법', 0.874)","('철회', 0.67)","('퀵보이스 해지 방법', 0.592)"
단체문자,"('메시지 관련', 0.655)","('문자메시지 서비스', 0.646)","('등기문자', 0.613)"
11월16일 납부가능,"('요금 납부일 확인 방법', 0.653)","('단말기 할부금 중도 납부 방법', 0.615)","('요금 수납 내역 확인 방법', 0.575)"
함께쓰기,"('Data 함께쓰기', 0.915)","('Data 함께쓰기 신청방법', 0.642)","('5G 함께쓰기 프로모션', 0.579)"
데이터 얼마나 썼어?,"('최근 사용량 확인 방법', 0.751)","('실시간 요금 상세 내역', 0.567)","('자녀 데이터 사용량 조회 방법', 0.525)"
"신한카드박보경님 통신요금이 승인 되지 않았습니다. 2,950원 SK텔레콤",,,
휴대폰결제 한도,"('법인 휴대폰 결제 이용 한도', 0.7)","('애플 콘텐츠 이용료 결제 이용 한도', 0.65)","('060정보료 한도제', 0.558)"
내명의 요금,"('명의변경', 0.408)",,
착신전화,"('착신전환', 0.871)","('착신전환 이용 방법', 0.649)","('착신전환 신청 방법', 0.647)"
배달의 민족,,,
25일 납부 가능해요,"('단말기 할부금 중도 납부 방법', 0.667)","('요금 납부일 확인 방법', 0.636)","('요금 수납 내역 확인 방법', 0.602)"
번호도용문자,"('번호도용문자차단', 0.774)","('번호도용문자차단 신청 방법', 0.68)","('번호도용문자차단 해지 방법', 0.6)"
네 해지해주세요,"('이동전화 해지 방법', 0.854)","('퀵보이스 해지 방법', 0.649)","('철회', 0.61)"
유심인식,"('USIM 스마트인증', 0.539)","('USIM기변 방법', 0.522)","('휴대폰인증서서비스', 0.513)"
9월달요금,"('요금제문의', 0.541)","('T 아이폰파손9', 0.485)","('실시간 요금 상세 내역', 0.458)"
미납금액 1월11일 납부예정,"('요금 납부일 확인 방법', 0.603)","('요금 수납 내역 확인 방법', 0.575)","('단말기 할부금 중도 납부 방법', 0.561)"
사업자세금계산서,"('세금계산서 신청 방법', 0.782)","('세금계산서 재발행 방법', 0.561)","('법인 세금계산서 재발행 방법', 0.471)"
노래방,"('음악 관련', 0.517)","('게임 관련', 0.445)","('NUGU 서비스 금영 노래방', 0.439)"
국제전화 발신 해제 요청,"('국제전화 알림 Biz 레터링', 0.611)","('국제전화수신거부서비스 해지 방법', 0.587)","('국제전화 발신 금지', 0.561)"
데이터조회 문자,"('데이터 문의 관련', 0.754)","('데이터 추가 사용 방법', 0.56)","('데이터SOS', 0.553)"
20일에 납부가능합니다,"('요금 납부일 확인 방법', 0.713)","('단말기 할부금 중도 납부 방법', 0.654)","('요금 납부일 변경 방법', 0.64)"
계좌번호좀주세요,"('자동납부번호 확인 방법', 0.467)","('단말기 할부금 중도 납부 방법', 0.409)",
01047959340 아이폰으로 애플결제된 8천원이 무엇인지요,"('애플 콘텐츠 이용료 결제 내역 확인 방법', 0.428)",,
납부 가능 날짜 11월 30일 입니다,"('요금 납부일 확인 방법', 0.744)","('요금 납부일 변경 방법', 0.656)","('단말기 할부금 중도 납부 방법', 0.613)"
t전화해제,"('T전화 탈퇴 및 서비스 미사용', 0.62)","('차단해제 관련', 0.588)","('T전화채티대화이력삭제', 0.553)"
이용요금,"('요금제문의', 0.71)","('실시간 요금 상세 내역', 0.58)","('SK텔레콤 할인 혜택', 0.497)"
로밍 이용방법,"('로밍 중 전화 발신 방법', 0.609)","('T로밍 고객센터', 0.514)","('T전화 baro 이용 방법', 0.482)"
현지국가전화하기,"('로밍 중 전화 발신 방법', 0.568)","('T전화 baro 이용 방법', 0.535)","('T전화 baro', 0.524)"
9월 청구요금 조회,"('실시간 요금 상세 내역', 0.514)",,
미납요금 납부가능일 문의,"('요금 납부일 확인 방법', 0.776)","('요금 납부일 변경 방법', 0.628)","('요금 수납 내역 확인 방법', 0.563)"
부재중 전화 표시,"('T_부재중안내', 0.685)","('콜키퍼', 0.568)","('통화중대기 서비스', 0.565)"
너 비트박스 할수있어?,"('baro Box 임대', 0.442)",,
상담사 불러줘,"('전화 상담사 연결', 0.913)","('SK텔레콤 고객센터 운영 시간', 0.685)","('제조사 AS 센터 연락처', 0.486)"
24일 납부가능,"('요금 납부일 확인 방법', 0.648)","('단말기 할부금 중도 납부 방법', 0.6)","('요금 납부일 변경 방법', 0.587)"
핸드폰 요금,"('요금제문의', 0.704)","('단말기 할부', 0.549)","('가입비', 0.51)"
T월드에서 문자전송할때 인증을 꼭 거쳐야하나요?,"('인증 관련', 0.675)","('Tworld 문자 보내기 이용 방법', 0.475)","('Wavve 부가서비스 인증 방법', 0.467)"
너는전화를받지않아,"('휴대폰 전화 수신 불가 조치 방법', 0.539)","('차단 관련', 0.517)","('T전화 스팸 기능', 0.461)"
휴대폰 결제 한도 변경,"('법인 휴대폰 결제 이용 한도', 0.576)","('애플 콘텐츠 이용료 결제 이용 한도', 0.465)","('휴대폰 결제 장기 미사용 차단 해제 방법', 0.421)"
공중전화로,"('전화 관련', 0.594)","('mVoIP', 0.455)","('T전화', 0.437)"
T전화 자동받기,"('가족 간 데이터 자동 선물하기', 0.429)","('T전화', 0.411)","('T ARS', 0.411)"
전화 통화가 안돼요,"('휴대폰 전화 수발신 불가 조치 방법', 0.853)","('통화품질 관련', 0.745)","('고장 실패 관련', 0.687)"
고객센터 번호,"('제조사 AS 센터 연락처', 0.74)","('SK텔레콤 고객센터 운영 시간', 0.731)","('전화 상담사 연결', 0.718)"
약정할인상담,"('요금약정 할인제도', 0.627)","('T지원금 약정', 0.49)","('데이터결합약정할인', 0.484)"
요금 냈어요,"('요금 수납 내역 확인 방법', 0.849)","('수납이력서 재발행 방법', 0.593)","('요금 납부일 확인 방법', 0.589)"
납부가능일 25일,"('요금 납부일 확인 방법', 0.769)","('요금 납부일 변경 방법', 0.671)","('요금 수납 내역 확인 방법', 0.594)"
자녀선택약정가입,"('다른 번호 문의', 0.463)","('선택약정 할인제도 가입 가능 단말기 조회 방법', 0.435)",
20일 납부가능합니다,"('단말기 할부금 중도 납부 방법', 0.677)","('요금 납부일 확인 방법', 0.674)","('요금 납부일 변경 방법', 0.613)"
내 요금,"('실시간 요금 상세 내역', 0.59)","('요금제문의', 0.493)","('요금 수납 내역 확인 방법', 0.459)"
통합요금,"('통합청구서', 0.737)","('결합 상품', 0.574)","('통합 청구서 해지 방법', 0.491)"
미납금액이번달금액까지 알고싶어요,"('요금 수납 내역 확인 방법', 0.591)","('SKT 미납센터 연락처', 0.572)","('요금 납부일 확인 방법', 0.572)"
로밍방법,"('T로밍 고객센터', 0.567)","('로밍 중 전화 발신 방법', 0.531)","('로밍폰 임대 예약 방법', 0.482)"
사용정지,"('정지 관련', 0.866)","('일시정지', 0.622)","('미납 이용정지', 0.564)"
부모님  카드로  미납금을  낼려고하는데  따로  있어서  카드  번호만  알면 되나요,"('SKT 미납센터 연락처', 0.574)","('자동납부번호 확인 방법', 0.521)","('동일 신용카드 월 5회 수납 제한', 0.469)"
baro 요금,"('T전화 baro', 0.717)","('T전화 baro 이용 방법', 0.62)","('로밍 통화 요금', 0.579)"
국제전화제한해지,"('국제전화수신거부서비스 해지 방법', 0.675)","('국제전화 발신 금지', 0.488)","('데이터 로밍 차단 해지', 0.451)"
미납요금 11월 말일자로 등록 가능할까요,"('SKT 미납센터 연락처', 0.645)","('수납이력서 재발행 방법', 0.561)","('요금 수납 내역 확인 방법', 0.527)"
활부금,"('단말기 할부', 0.48)","('상품권 수납', 0.415)","('선불폰', 0.403)"
bari,"('T전화 baro', 0.619)","('Foreign Language Service', 0.517)","('T전화 baro 이용 방법', 0.458)"
국제전화 발신 해제,"('국제전화 발신 금지', 0.626)","('국제전화 알림 Biz 레터링', 0.577)","('국제전화수신거부서비스 해지 방법', 0.483)"
선물받은 쿠폰,"('T끼리 데이터 선물하기 받은 데이터 사용 방법', 0.579)","('데이터 리필하기 선물 받은 리필 쿠폰 소멸', 0.461)","('T끼리 데이터 선물하기 알림', 0.43)"
다른상담할래,"('다른 번호 문의', 0.633)","('채티 서비스', 0.475)","('요금제문의', 0.455)"
국제전화요금,"('로밍 통화 요금', 0.692)","('국제전화 청구 주기', 0.64)","('로밍 중 국제전화카드 사용', 0.517)"
11월 30일 납부 가능합니다.,"('요금 납부일 확인 방법', 0.689)","('단말기 할부금 중도 납부 방법', 0.684)","('요금 납부일 변경 방법', 0.593)"
콘텐츠결제,"('결제 관련', 0.647)","('휴대폰결제 이용동의 신청 방법', 0.59)","('휴대폰결제 이용차단', 0.535)"
10월 청구요금 조회,"('실시간 요금 상세 내역', 0.496)",,
선택약정할인 기간 연장,"('선택약정 할인제도 약정 기간 변경', 0.753)","('선택약정 할인제도 만료 SMS 발송 시기', 0.569)","('선택약정 할인제도 재가입 조건', 0.46)"
2023년 11월 30일 납부가능일 등록,"('요금 납부일 확인 방법', 0.691)","('요금 납부일 변경 방법', 0.603)","('자동납부 해지 방법', 0.436)"
전화가 안되네요,"('휴대폰 전화 수발신 불가 조치 방법', 0.817)","('고장 실패 관련', 0.805)","('통화품질 관련', 0.775)"
sk텔레콤이 뭐야,"('SKT 5GX', 0.555)","('휴대폰 관련', 0.495)","('SK텔레콤 할인 혜택', 0.494)"
콘텐츠이용료한도변경,"('애플 콘텐츠 이용료 결제 이용 한도', 0.489)",,
청구금액,"('요금 납부일 확인 방법', 0.52)","('예상 해지 금액', 0.505)","('실시간 요금 상세 내역', 0.495)"
자동납부번호,"('자동납부번호 확인 방법', 0.826)","('자동납부 해지 방법', 0.494)","('법인폰 자동납부내역 조회 방법', 0.432)"
