query,n_rank1,n_rank2,n_rank3
114 문의,"('전화 상담사 연결', 0.764)","('SK텔레콤 고객센터 운영 시간', 0.515)","('제조사 AS 센터 연락처', 0.514)"
기업은행이요,"('ZEM 이용 방법', 0.462)","('ZEM', 0.459)","('데이터 스테이션', 0.449)"
t로밍,"('T로밍 카드', 0.904)","('데이터 로밍 요금', 0.696)","('가족 로밍', 0.684)"
플로가입,"('FLO 신청 방법', 0.856)","('FLO 앤 데이터 신청 방법', 0.756)","('FLO 이용 방법', 0.746)"
미납요금이요,"('SKT 미납센터 연락처', 0.808)","('미납 이용정지', 0.749)","('과납', 0.654)"
납부가능일 문의합니다,"('요금 납부일 확인 방법', 0.823)","('요금 납부일 변경 방법', 0.625)","('유선 요금 납부일 변경 방법', 0.51)"
내요금제확인,"('요금제문의', 0.804)","('B tv 요금제', 0.706)","('요금제 추천', 0.667)"
콘텐츠 이용료 조회,"('콘텐츠 이용료 구매내역 확인 방법', 0.761)","('요금 수납 내역 확인 방법', 0.591)","('애플 콘텐츠 이용료 결제 내역 확인 방법', 0.575)"
가족결합 추가,"('T끼리 온가족할인제도 가족 추가', 0.761)","('요즘가족결합 가족 추가', 0.604)","('T가족모아데이터 가족 추가 방법', 0.569)"
요금금액,"('통신서비스 요금', 0.575)","('부가 사용 금액', 0.56)","('요금제문의', 0.52)"
핸드폰 결제한도,"('법인 휴대폰 결제 이용 한도', 0.808)","('애플 콘텐츠 이용료 결제 이용 한도', 0.807)","('060정보료 한도제', 0.664)"
상담 요금조회,"('조회 관련', 0.656)","('자녀 요금 조회 방법', 0.613)","('실시간 요금 상세 내역', 0.555)"
약정 할인,"('요금약정 할인제도', 0.793)","('데이터결합약정할인', 0.652)","('데이터결합약정할인 신청 방법', 0.558)"
미납요금납부잉,"('SKT 미납센터 연락처', 0.748)","('미납 이용정지', 0.725)","('과납', 0.669)"
미납 요금을 11월 30일에 낼게요,"('SKT 미납센터 연락처', 0.578)","('미납 이용정지', 0.529)","('해지 미환급금 조회 방법', 0.506)"
납부가능날짜 11월30일로 해주세요,"('요금 납부일 확인 방법', 0.546)",,
실시간청구요금,"('실시간 요금 상세 내역', 0.677)","('B tv 실시간 채널', 0.493)","('유선 요금 납부 내역 확인 방법', 0.467)"
납부가능한날짜,"('요금 납부일 확인 방법', 0.79)","('요금 납부일 변경 방법', 0.616)","('유선 요금 납부일 변경 방법', 0.518)"
해지된건가요?,"('퀵보이스 해지 방법', 0.832)","('이동전화 해지 방법', 0.763)","('예상 해지 금액', 0.714)"
2기가충전,"('baro 2GB 충전', 0.823)","('baro 1GB 충전', 0.773)","('T로밍 데이터 충전', 0.716)"
콘텐츠이용료 한도 변경,"('애플 콘텐츠 이용료 결제 이용 한도', 0.762)","('데이터통화료 상한제도', 0.69)","('060정보료 한도제', 0.64)"
T올케어 해지,"('ZEM플러스웅진스마트올 해지 방법', 0.753)","('T 아이폰케어 해지 방법', 0.733)","('오토콜 해지 방법', 0.725)"
현재 미납금,"('SKT 미납센터 연락처', 0.721)","('미납 이용정지', 0.715)","('과납', 0.672)"
30일 까지 납부 가능합니다,"('요금 납부일 확인 방법', 0.48)","('단말기 할부금 중도 납부 방법', 0.427)",
납부가능일 26일,"('요금 납부일 확인 방법', 0.407)","('스팸 문자', 0.401)",
부재중전화알림,"('T_부재중안내', 0.772)","('분실폰 찾기 알람', 0.523)","('발신번호메모플러스', 0.522)"
장기 가입 쿠폰 사용할래,"('장기가입고객 할인제도', 0.895)","('장기 미사용 휴대폰 결제 차단', 0.774)","('장기일시정지', 0.767)"
납부기한,"('요금 납부일 확인 방법', 0.593)","('T데이터 쿠폰 등록 기간', 0.541)","('요금 납부일 변경 방법', 0.521)"
21일 입금하겠습니다,"('미디어 앤 데이터팩 신청 방법', 0.413)",,
미납요금예정일,"('미납 이용정지', 0.675)","('SKT 미납센터 연락처', 0.62)","('요금 납부일 확인 방법', 0.471)"
듀얼번호,"('T All케어플러스2', 0.769)","('컬러링플러스2', 0.747)","('넘버플러스2', 0.736)"
카드납부가능한가요,"('결제 관련', 0.733)","('Sk pay 결제 방법', 0.588)","('T로밍 카드 결제 수단', 0.557)"
미납요금 납부일 지정,"('요금 납부일 확인 방법', 0.614)","('미납 이용정지', 0.522)","('요금 납부일 변경 방법', 0.506)"
미납요금날짜,"('SKT 미납센터 연락처', 0.655)","('미납 이용정지', 0.651)","('요금 납부일 확인 방법', 0.471)"
계좌번호 알려줘,"('비밀번호 관련', 0.484)","('태블릿 번호 확인 방법', 0.481)","('단말기 일련번호 확인 방법', 0.456)"
21일 납부가능,"('Sk pay 가입 방법', 0.489)","('요금 납부일 확인 방법', 0.468)","('가입비', 0.451)"
25일 납부 가능,"('가입비', 0.462)","('요금 납부일 확인 방법', 0.412)","('세금계산서 신청 방법', 0.406)"
휴대폰결제 한도 변경,"('법인 휴대폰 결제 이용 한도', 0.75)","('애플 콘텐츠 이용료 결제 이용 한도', 0.72)","('데이터통화료 상한제도', 0.659)"
요금 납부 계좌를 바꾸려면 어떻게 하나요?,"('요금 납부일 변경 방법', 0.428)",,
콘텐츠이용료조회,"('콘텐츠 이용료 구매내역 확인 방법', 0.86)","('애플 콘텐츠 이용료 결제 내역 확인 방법', 0.695)","('요금 수납 내역 확인 방법', 0.675)"
나는 12살,"('미성년자 관련', 0.742)","('팅 요금제 자동 변경 시기', 0.55)","('New T 아이폰파손12', 0.528)"
선택약정할인 연장해주세요,"('번호변경안내 서비스 연장 방법', 0.782)","('연장 관련', 0.735)","('법인 위임대리인 연장 신청 방법', 0.611)"
상담사 문의,"('전화 상담사 연결', 0.951)","('SK텔레콤 고객센터 운영 시간', 0.696)","('제조사 AS 센터 연락처', 0.663)"
전화가  안걸려요,"('휴대폰 전화 수발신 불가 조치 방법', 0.718)","('집전화 수발신 불가 조치 방법', 0.661)","('전화 관련', 0.572)"
27일까지 납부가능할까요,"('요금 납부일 확인 방법', 0.47)","('가입비', 0.442)",
연락처 복원,"('친구찾기 서비스 위치 조회 방법', 0.48)","('분실폰 찾기 위치 조회', 0.474)","('제조사 AS 센터 연락처', 0.461)"
자녀 선택약정할인,"('선택약정 할인제도 가입 조건', 0.598)","('선택약정 할인제도 가입 가능 단말기 조회 방법', 0.517)","('B tv 선택', 0.511)"
입금을 잘못했어요 50만원,"('T All케어플러스2 i파손 50', 0.569)","('파손3 i파손50', 0.556)","('T All케어플러스3 패밀리 i파손50', 0.484)"
연락처,"('전화 상담사 연결', 0.773)","('영업장 위치 확인', 0.726)","('퀵보이스', 0.721)"
해지요청,"('퀵보이스 해지 방법', 0.844)","('이동전화 해지 방법', 0.76)","('철회', 0.756)"
단체문자,"('문자메시지 서비스', 0.672)","('MMS', 0.636)","('메시지 관련', 0.628)"
11월16일 납부가능,"('Sk pay 가입 방법', 0.481)","('미디어 앤 데이터팩 신청 방법', 0.466)","('Sk pay 결제 방법', 0.462)"
함께쓰기,"('Data 함께쓰기', 0.95)","('Data 함께쓰기 신청방법', 0.781)","('T Tab 함께쓰기 공유 요금제', 0.739)"
데이터 얼마나 썼어?,"('최근 사용량 확인 방법', 0.694)","('데이터 문의 관련', 0.692)","('자녀 데이터 사용량 조회 방법', 0.626)"
"신한카드박보경님 통신요금이 승인 되지 않았습니다. 2,950원 SK텔레콤",,,
휴대폰결제 한도,"('법인 휴대폰 결제 이용 한도', 0.833)","('애플 콘텐츠 이용료 결제 이용 한도', 0.764)","('060정보료 한도제', 0.648)"
내명의 요금,"('명의변경', 0.592)","('가족 간 명의변경', 0.556)","('유선 명의변경', 0.552)"
착신전화,"('착신전환', 0.922)","('T_착신전환', 0.896)","('착신전환 이용 방법', 0.89)"
배달의 민족,,,
25일 납부 가능해요,"('가입비', 0.446)",,
번호도용문자,"('번호도용문자차단', 0.787)","('번호도용문자차단 해지 방법', 0.502)","('명의도용', 0.487)"
네 해지해주세요,"('퀵보이스 해지 방법', 0.888)","('이동전화 해지 방법', 0.785)","('예상 해지 금액', 0.768)"
유심인식,"('USIM 스마트인증', 0.667)","('NUGU 서비스 음성 인식 기능', 0.565)","('로밍 중 USIM 변경', 0.531)"
9월달요금,"('T 아이폰파손9', 0.664)","('T Tab 9', 0.638)","('New T 아이폰파손9', 0.625)"
미납금액 1월11일 납부예정,"('과납', 0.545)","('SKT 미납센터 연락처', 0.537)","('미납 이용정지', 0.508)"
사업자세금계산서,"('세금계산서 신청 방법', 0.796)","('휴대폰 결제 대행사 연락처', 0.531)","('세금계산서 재발행 방법', 0.524)"
노래방,"('퀵보이스 이용 방법', 0.541)","('퀵보이스', 0.526)","('음악 관련', 0.515)"
국제전화 발신 해제 요청,"('국제전화 청구 주기', 0.673)","('국제전화 발신 금지', 0.632)","('국제전화 알림 Biz 레터링', 0.584)"
데이터조회 문자,"('조회 관련', 0.792)","('데이터 문의 관련', 0.764)","('가입 정보 조회', 0.647)"
20일에 납부가능합니다,"('요금 납부일 확인 방법', 0.483)","('가입비', 0.428)",
계좌번호좀주세요,"('다른 번호 문의', 0.465)","('태블릿 번호 확인 방법', 0.456)","('비밀번호 관련', 0.434)"
01047959340 아이폰으로 애플결제된 8천원이 무엇인지요,"('애플 콘텐츠 이용료', 0.558)","('애플 콘텐츠 이용료 이용 방법', 0.524)","('애플 콘텐츠 이용료 결제 내역 확인 방법', 0.405)"
납부 가능 날짜 11월 30일 입니다,"('요금 납부일 확인 방법', 0.518)","('Wavve콘텐츠팩 연간 신청 방법', 0.406)",
t전화해제,"('T전화 탈퇴 및 서비스 미사용', 0.771)","('비밀번호통화 서비스 해지 방법', 0.743)","('이동전화 해지 방법', 0.589)"
이용요금,"('통신서비스 요금', 0.577)","('결제 관련', 0.569)","('퀵보이스 이용 방법', 0.552)"
로밍 이용방법,"('T로밍 카드', 0.716)","('T로밍 고객센터', 0.614)","('T로밍 카드 등록 방법', 0.544)"
현지국가전화하기,"('원패스 제공 국가', 0.61)","('5G 로밍 가능 국가', 0.517)","('유선 상품 설치 가능 지역', 0.459)"
9월 청구요금 조회,"('New T 아이폰파손9', 0.522)","('T 아이폰파손9', 0.521)","('T Tab 9', 0.45)"
미납요금 납부가능일 문의,"('요금 납부일 확인 방법', 0.592)","('미납 이용정지', 0.576)","('SKT 미납센터 연락처', 0.532)"
부재중 전화 표시,"('T_부재중안내', 0.903)","('발신번호메모플러스', 0.487)","('발신번호메모플러스 신청 방법', 0.41)"
너 비트박스 할수있어?,"('T플러스B인터넷', 0.589)","('Wavve', 0.585)","('baro Box 임대', 0.546)"
상담사 불러줘,"('전화 상담사 연결', 0.951)","('SK텔레콤 고객센터 운영 시간', 0.696)","('유선 A/S 방문 일정', 0.647)"
24일 납부가능,"('요금 납부일 확인 방법', 0.482)","('T Tab 24', 0.479)","('세금계산서 신청 방법', 0.442)"
핸드폰 요금,"('통신서비스 요금', 0.773)","('휴대폰 관련', 0.502)","('결제 관련', 0.448)"
T월드에서 문자전송할때 인증을 꼭 거쳐야하나요?,"('Wavve 부가서비스 인증 방법', 0.79)","('인증 관련', 0.782)","('로밍 중 인증 문자 수신', 0.77)"
너는전화를받지않아,"('휴대폰 전화 수신 불가 조치 방법', 0.775)","('휴대폰 전화 수발신 불가 조치 방법', 0.561)","('집전화 수발신 불가 조치 방법', 0.55)"
휴대폰 결제 한도 변경,"('법인 휴대폰 결제 이용 한도', 0.756)","('애플 콘텐츠 이용료 결제 이용 한도', 0.728)","('데이터통화료 상한제도', 0.664)"
공중전화로,"('T전화', 0.543)","('T전화 이용 방법', 0.54)","('전화 관련', 0.535)"
T전화 자동받기,"('통신과금 자동 선결제 신청 방법', 0.63)","('통신과금 자동 선결제', 0.577)","('자동 휴대폰 결제 차단 방법', 0.541)"
전화 통화가 안돼요,"('휴대폰 전화 수발신 불가 조치 방법', 0.702)","('전화 상담사 연결', 0.61)","('집전화 수발신 불가 조치 방법', 0.598)"
고객센터 번호,"('전화 상담사 연결', 0.815)","('SK텔레콤 고객센터 운영 시간', 0.753)","('제조사 AS 센터 연락처', 0.733)"
약정할인상담,"('요금약정 할인제도', 0.846)","('데이터결합약정할인', 0.661)","('데이터결합약정할인 신청 방법', 0.545)"
요금 냈어요,"('요금 수납 내역 확인 방법', 0.654)","('결제 관련', 0.6)","('콘텐츠 이용료 구매내역 확인 방법', 0.57)"
납부가능일 25일,"('요금 납부일 확인 방법', 0.51)","('가입비', 0.432)","('레터링 신청 방법', 0.402)"
자녀선택약정가입,"('선택약정 할인제도 가입 조건', 0.647)","('B tv 선택', 0.641)","('선택약정 할인제도 가입 가능 단말기 조회 방법', 0.527)"
20일 납부가능합니다,"('요금 납부일 확인 방법', 0.465)","('가입비', 0.44)",
내 요금,"('요금제문의', 0.506)","('결제 관련', 0.495)","('앱스토어 결제 수단', 0.46)"
통합요금,"('통합청구서', 0.677)","('연동 관련', 0.532)","('Btv 셋톱박스 연동 방법', 0.512)"
미납금액이번달금액까지 알고싶어요,"('미납 이용정지', 0.635)","('SKT 미납센터 연락처', 0.554)","('해지 미환급금 조회 방법', 0.504)"
로밍방법,"('T로밍 카드', 0.726)","('T로밍 고객센터', 0.586)","('가족 로밍', 0.542)"
사용정지,"('정지 관련', 0.902)","('일시정지', 0.71)","('퀵보이스 차단 서비스', 0.571)"
부모님  카드로  미납금을  낼려고하는데  따로  있어서  카드  번호만  알면 되나요,"('휴대폰 결제 연체 가산금', 0.56)","('SKT 미납센터 연락처', 0.546)","('가산금', 0.459)"
baro 요금,"('T전화 baro', 0.882)","('T전화 baro 이용 방법', 0.873)","('baro 3GB', 0.739)"
국제전화제한해지,"('국제전화 발신 금지', 0.607)","('국제전화수신거부서비스 해지 방법', 0.492)","('데이터 로밍 차단 해지', 0.472)"
미납요금 11월 말일자로 등록 가능할까요,"('SKT 미납센터 연락처', 0.63)","('미납 이용정지', 0.562)","('해지 미환급금 조회 방법', 0.506)"
활부금,"('선불폰 충전 방법', 0.481)",,
bari,"('T플러스B인터넷', 0.575)","('T전화 baro', 0.531)","('T전화 baro 이용 방법', 0.528)"
국제전화 발신 해제,"('국제전화 발신 금지', 0.676)","('국제전화 청구 주기', 0.672)","('국제전화 알림 Biz 레터링', 0.593)"
선물받은 쿠폰,"('T로밍 카드 선물', 0.761)","('T멤버십 포인트 선물하기', 0.749)","('T끼리 데이터 선물하기 받은 데이터 사용 방법', 0.733)"
다른상담할래,"('다른 번호 문의', 0.695)","('전화 상담사 연결', 0.66)","('추가 관련', 0.653)"
국제전화요금,"('국제전화 청구 주기', 0.705)","('로밍 중 국제전화카드 사용', 0.655)","('국제전화 발신 금지', 0.624)"
11월 30일 납부 가능합니다.,"('요금 납부일 확인 방법', 0.486)","('가입비', 0.435)","('Wavve콘텐츠팩 연간 신청 방법', 0.405)"
콘텐츠결제,"('결제 관련', 0.862)","('앱스토어 결제 수단', 0.735)","('Sk pay 결제 방법', 0.605)"
10월 청구요금 조회,"('T 아이폰케어10', 0.535)","('New T 아이폰케어10', 0.527)","('T나는 폰교체 10', 0.467)"
선택약정할인 기간 연장,"('번호변경안내 서비스 연장 방법', 0.757)","('연장 관련', 0.727)","('선택약정 할인제도 약정 기간 변경', 0.642)"
2023년 11월 30일 납부가능일 등록,"('요금 납부일 확인 방법', 0.499)",,
전화가 안되네요,"('휴대폰 전화 수발신 불가 조치 방법', 0.746)","('집전화 수발신 불가 조치 방법', 0.687)","('전화 관련', 0.654)"
sk텔레콤이 뭐야,"('타 통신사 고객센터', 0.514)","('SK텔레콤 할인 혜택', 0.506)","('Tworld', 0.428)"
